50		0.0841
60		0.11326666666666668
70		0.15576666666666664
80		0.20136666666666664
90		0.25589999999999996
100		0.3152333333333334
110		0.3841333333333334
120		0.4592333333333333
130		0.5449
140		0.6392999999999999
150		0.7920333333333335
160		1.0092333333333332
170		0.9880333333333333
180		1.1192333333333333
190		1.421266666666667
200		1.5818333333333332
210		1.6620666666666666
220		1.7034333333333334
230		1.903466666666667
240		2.021866666666667
250		2.4313666666666673
260		2.7922666666666673
270		2.8725000000000005
280		3.1782
290		3.3161
300		3.8987666666666665
310		4.257233333333333
320		4.359
330		4.2266
340		4.8587
350		5.0963666666666665
360		5.4684333333333335
370		5.824266666666667
380		6.381333333333333
390		6.524299999999998
400		6.867666666666666
